Timestamp,HeartRate,CognitiveLoad,Attention,leftPupilDialation,rightPupilDialation,collidingObject,
15/07/2022 9:40:44 a.m.:579,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:600,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:622,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:651,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:670,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:689,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:712,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:734,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:757,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:784,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:801,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:818,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:834,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:852,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:868,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:884,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:909,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:924,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:940,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:955,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:971,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:44 a.m.:986,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:2,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:17,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:43,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:60,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:76,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:94,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:112,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:134,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:160,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:184,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:201,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:223,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:246,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:268,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:290,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:319,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:336,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:360,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:378,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:400,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:422,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:450,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:467,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:488,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:513,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:535,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:559,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:584,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:600,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:622,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:644,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:666,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:689,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:717,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:734,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:755,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:777,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:800,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:821,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:846,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:861,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:877,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:893,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:908,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:924,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:938,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:953,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:976,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:45 a.m.:991,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:7,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:23,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:44,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:66,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:97,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:112,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:133,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:155,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:177,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:199,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:227,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:251,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:266,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:288,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:313,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:333,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:362,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:377,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:399,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:422,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:445,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:474,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:489,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:510,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:534,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:555,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:578,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:604,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:624,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:644,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:666,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:690,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:711,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:739,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:755,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:778,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:793,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:809,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:823,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:839,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:863,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:879,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:893,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:907,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:921,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:937,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:952,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:966,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:46 a.m.:989,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:5,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:20,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:36,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:52,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:68,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:83,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:106,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:122,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:138,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:155,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:177,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:200,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:228,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:246,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:266,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:289,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:311,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:333,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:361,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:378,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:400,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:421,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:443,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:475,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:490,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:511,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:534,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:555,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:580,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:604,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:621,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:643,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:666,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:689,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:714,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:737,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:754,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:777,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:799,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:822,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:843,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:873,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:890,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:910,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:926,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:942,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:959,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:47 a.m.:974,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:0,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:15,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:34,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:56,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:77,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:99,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:126,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:143,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:165,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:188,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:210,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:240,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:256,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:291,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:311,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:327,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:344,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:372,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:48 a.m.:387,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:49 a.m.:270,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:19,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:54,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:85,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:103,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:120,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:143,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:165,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:188,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:216,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:234,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:256,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:276,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:300,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:321,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:352,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:368,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:387,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:409,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:432,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:456,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:481,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:499,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:520,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:544,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:564,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:587,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:614,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:631,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:654,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:677,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:699,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:723,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:749,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:765,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:787,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:812,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:831,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:846,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:868,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:890,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:909,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:926,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:941,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:958,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:976,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:50 a.m.:993,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:17,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:34,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:49,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:66,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:88,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:110,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:138,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:158,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:176,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:198,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:220,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:244,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:270,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:288,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:310,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:332,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:355,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:376,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:404,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:421,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:443,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:466,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:487,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:509,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:539,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:555,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:577,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:600,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:620,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:643,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:670,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:688,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:709,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:732,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:754,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:775,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:801,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:819,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:835,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:851,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:869,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:886,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:905,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:928,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:945,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:961,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:978,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:51 a.m.:999,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:20,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:47,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:65,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:87,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:110,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:131,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:154,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:182,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:199,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:221,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:243,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:264,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:288,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:315,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:331,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:353,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:376,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:399,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:420,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:447,77,0,0,3.077759,2.87825,InstructionDialogue,
15/07/2022 9:40:52 a.m.:464,77,0,0,3.077759,2.87825,InstructionDialogue,
